sample_index	mutation_index	cluster_index	var	depth
0	0	0	45	90
0	1	1	4	94
0	2	2	8	107
0	3	3	1	101
0	4	4	5	96
0	5	5	6	101
0	6	6	6	115
0	7	7	5	100
0	8	8	0	75
0	9	9	9	103
0	10	10	9	97
0	11	11	3	107
0	12	12	0	102
0	13	13	26	106
0	14	14	21	115
0	15	15	1	106
0	16	16	2	96
0	17	17	0	112
0	18	18	3	100
0	19	19	3	76
1	0	0	39	104
1	1	1	7	81
1	2	2	7	85
1	3	3	0	103
1	4	4	13	107
1	5	5	6	82
1	6	6	0	88
1	7	7	1	94
1	8	8	0	82
1	9	9	17	93
1	10	10	8	86
1	11	11	1	82
1	12	12	7	110
1	13	13	19	119
1	14	14	13	85
1	15	15	0	126
1	16	16	2	97
1	17	17	0	84
1	18	18	3	87
1	19	19	2	90
2	0	0	33	87
2	1	1	7	89
2	2	2	16	81
2	3	3	2	102
2	4	4	9	112
2	5	5	0	106
2	6	6	2	114
2	7	7	1	111
2	8	8	0	100
2	9	9	12	85
2	10	10	4	93
2	11	11	2	75
2	12	12	4	94
2	13	13	20	106
2	14	14	26	91
2	15	15	1	105
2	16	16	1	109
2	17	17	1	110
2	18	18	0	96
2	19	19	0	107
3	0	0	58	113
3	1	1	12	107
3	2	2	23	92
3	3	3	6	101
3	4	4	8	107
3	5	5	6	96
3	6	6	1	114
3	7	7	3	96
3	8	8	5	117
3	9	9	17	107
3	10	10	15	91
3	11	11	2	114
3	12	12	4	123
3	13	13	25	101
3	14	14	26	101
3	15	15	1	98
3	16	16	4	81
3	17	17	1	108
3	18	18	6	88
3	19	19	1	93
4	0	0	38	99
4	1	1	8	106
4	2	2	10	98
4	3	3	0	82
4	4	4	2	95
4	5	5	4	93
4	6	6	2	105
4	7	7	3	100
4	8	8	5	117
4	9	9	5	92
4	10	10	10	96
4	11	11	3	87
4	12	12	0	98
4	13	13	27	111
4	14	14	22	93
4	15	15	0	94
4	16	16	4	102
4	17	17	4	111
4	18	18	2	97
4	19	19	1	96
5	0	0	27	97
5	1	1	2	107
5	2	2	6	85
5	3	3	1	124
5	4	4	1	101
5	5	5	10	116
5	6	6	0	96
5	7	7	0	110
5	8	8	3	86
5	9	9	8	103
5	10	10	5	107
5	11	11	0	88
5	12	12	3	110
5	13	13	12	110
5	14	14	7	106
5	15	15	0	80
5	16	16	2	107
5	17	17	5	88
5	18	18	0	103
5	19	19	6	123
6	0	0	44	116
6	1	1	1	108
6	2	2	0	104
6	3	3	1	97
6	4	4	8	91
6	5	5	1	92
6	6	6	2	101
6	7	7	1	95
6	8	8	1	97
6	9	9	12	100
6	10	10	1	116
6	11	11	6	99
6	12	12	0	102
6	13	13	19	115
6	14	14	8	88
6	15	15	0	99
6	16	16	2	89
6	17	17	4	85
6	18	18	1	97
6	19	19	5	85
7	0	0	34	100
7	1	1	6	125
7	2	2	4	91
7	3	3	1	96
7	4	4	13	87
7	5	5	2	83
7	6	6	1	99
7	7	7	2	99
7	8	8	0	104
7	9	9	20	98
7	10	10	2	101
7	11	11	6	103
7	12	12	1	95
7	13	13	11	101
7	14	14	20	115
7	15	15	3	114
7	16	16	3	97
7	17	17	3	94
7	18	18	1	102
7	19	19	0	100
8	0	0	34	79
8	1	1	5	103
8	2	2	4	113
8	3	3	2	110
8	4	4	9	107
8	5	5	6	91
8	6	6	0	116
8	7	7	0	100
8	8	8	1	112
8	9	9	7	89
8	10	10	5	91
8	11	11	4	101
8	12	12	1	106
8	13	13	25	91
8	14	14	24	100
8	15	15	6	96
8	16	16	13	110
8	17	17	4	115
8	18	18	6	87
8	19	19	0	99
9	0	0	18	91
9	1	1	2	94
9	2	2	3	88
9	3	3	1	103
9	4	4	6	87
9	5	5	2	92
9	6	6	0	93
9	7	7	2	110
9	8	8	1	94
9	9	9	8	104
9	10	10	6	94
9	11	11	4	95
9	12	12	0	87
9	13	13	7	82
9	14	14	12	90
9	15	15	1	86
9	16	16	3	90
9	17	17	3	85
9	18	18	0	101
9	19	19	1	86
