sample_index	mutation_index	cluster_index	var	depth
0	0	0	59	120
0	1	1	1	114
0	2	2	1	96
0	3	3	20	88
0	4	4	7	96
0	5	5	1	108
0	6	6	6	91
0	7	7	0	81
0	8	8	6	101
0	9	9	7	102
0	10	10	2	94
0	11	11	13	97
0	12	12	0	96
0	13	13	8	101
0	14	14	2	105
0	15	15	9	102
0	16	16	0	77
0	17	17	0	89
0	18	18	4	97
0	19	19	0	99
0	20	20	0	114
0	21	21	11	120
0	22	22	39	107
0	23	23	2	103
0	24	24	3	97
0	25	25	42	87
0	26	26	1	102
0	27	27	1	113
0	28	28	0	93
0	29	29	42	106
0	30	30	1	111
0	31	31	2	92
0	32	32	3	116
0	33	33	4	90
0	34	34	22	103
0	35	35	4	114
0	36	36	1	90
0	37	37	1	115
0	38	38	0	95
0	39	39	0	89
0	40	40	0	108
0	41	41	0	104
0	42	42	26	105
0	43	43	4	104
0	44	44	2	99
0	45	45	0	121
0	46	46	1	123
0	47	47	3	83
0	48	48	1	80
0	49	49	2	94
1	0	0	24	109
1	1	1	2	110
1	2	2	1	90
1	3	3	5	89
1	4	4	5	93
1	5	5	5	92
1	6	6	5	110
1	7	7	0	105
1	8	8	1	105
1	9	9	2	97
1	10	10	1	107
1	11	11	6	106
1	12	12	1	115
1	13	13	5	107
1	14	14	0	103
1	15	15	3	83
1	16	16	0	105
1	17	17	2	105
1	18	18	6	116
1	19	19	2	89
1	20	20	1	116
1	21	21	3	96
1	22	22	23	97
1	23	23	0	96
1	24	24	1	98
1	25	25	23	96
1	26	26	0	104
1	27	27	0	91
1	28	28	3	84
1	29	29	20	113
1	30	30	0	104
1	31	31	0	87
1	32	32	0	98
1	33	33	1	112
1	34	34	7	97
1	35	35	0	103
1	36	36	2	113
1	37	37	0	96
1	38	38	2	93
1	39	39	0	99
1	40	40	0	99
1	41	41	0	94
1	42	42	6	110
1	43	43	1	87
1	44	44	0	98
1	45	45	0	97
1	46	46	3	115
1	47	47	0	106
1	48	48	4	95
1	49	49	0	97
2	0	0	33	103
2	1	1	0	97
2	2	2	1	102
2	3	3	6	99
2	4	4	2	91
2	5	5	1	112
2	6	6	1	93
2	7	7	1	112
2	8	8	6	111
2	9	9	2	116
2	10	10	5	102
2	11	11	7	90
2	12	12	0	124
2	13	13	4	107
2	14	14	1	107
2	15	15	6	99
2	16	16	0	89
2	17	17	0	103
2	18	18	4	100
2	19	19	0	106
2	20	20	1	96
2	21	21	8	113
2	22	22	25	102
2	23	23	4	114
2	24	24	3	95
2	25	25	14	85
2	26	26	3	100
2	27	27	1	85
2	28	28	0	112
2	29	29	29	107
2	30	30	0	100
2	31	31	1	98
2	32	32	1	104
2	33	33	0	95
2	34	34	13	101
2	35	35	1	89
2	36	36	3	98
2	37	37	2	95
2	38	38	0	94
2	39	39	0	99
2	40	40	1	106
2	41	41	0	101
2	42	42	11	104
2	43	43	2	118
2	44	44	1	99
2	45	45	0	93
2	46	46	1	95
2	47	47	1	107
2	48	48	0	89
2	49	49	1	102
3	0	0	49	107
3	1	1	0	86
3	2	2	2	118
3	3	3	18	94
3	4	4	1	103
3	5	5	1	89
3	6	6	8	87
3	7	7	1	87
3	8	8	6	94
3	9	9	8	113
3	10	10	1	99
3	11	11	10	90
3	12	12	2	79
3	13	13	8	84
3	14	14	4	102
3	15	15	8	84
3	16	16	0	102
3	17	17	6	119
3	18	18	6	105
3	19	19	5	88
3	20	20	0	93
3	21	21	3	87
3	22	22	28	101
3	23	23	0	91
3	24	24	3	106
3	25	25	24	82
3	26	26	0	106
3	27	27	1	98
3	28	28	7	88
3	29	29	26	94
3	30	30	1	100
3	31	31	1	102
3	32	32	0	96
3	33	33	1	104
3	34	34	17	106
3	35	35	1	98
3	36	36	0	95
3	37	37	1	104
3	38	38	1	112
3	39	39	5	100
3	40	40	0	95
3	41	41	2	112
3	42	42	8	99
3	43	43	4	94
3	44	44	0	96
3	45	45	1	99
3	46	46	6	89
3	47	47	1	91
3	48	48	0	109
3	49	49	0	104
4	0	0	25	91
4	1	1	1	106
4	2	2	1	97
4	3	3	14	90
4	4	4	0	86
4	5	5	0	126
4	6	6	0	93
4	7	7	0	109
4	8	8	6	101
4	9	9	2	96
4	10	10	2	98
4	11	11	2	96
4	12	12	0	85
4	13	13	4	96
4	14	14	3	104
4	15	15	2	79
4	16	16	0	91
4	17	17	2	101
4	18	18	3	115
4	19	19	1	104
4	20	20	0	111
4	21	21	6	101
4	22	22	25	90
4	23	23	0	104
4	24	24	1	99
4	25	25	21	102
4	26	26	0	113
4	27	27	0	112
4	28	28	2	102
4	29	29	14	89
4	30	30	0	89
4	31	31	1	101
4	32	32	0	80
4	33	33	0	86
4	34	34	12	96
4	35	35	0	103
4	36	36	2	89
4	37	37	2	94
4	38	38	0	72
4	39	39	0	98
4	40	40	0	98
4	41	41	0	95
4	42	42	7	95
4	43	43	3	102
4	44	44	3	100
