sample_index	mutation_index	cluster_index	var	depth
0	0	0	51	103
0	1	1	10	106
0	2	2	13	91
0	3	3	5	105
0	4	4	2	108
0	5	5	9	95
0	6	6	1	90
0	7	7	34	106
0	8	8	6	101
0	9	9	1	88
0	10	10	29	126
0	11	11	0	94
0	12	12	23	93
0	13	13	2	107
0	14	14	58	111
0	15	15	39	93
0	16	16	8	86
0	17	17	3	111
0	18	18	2	99
0	19	19	0	108
1	0	0	34	111
1	1	1	4	92
1	2	2	8	112
1	3	3	2	108
1	4	4	1	107
1	5	5	8	100
1	6	6	0	112
1	7	7	28	94
1	8	8	0	106
1	9	9	6	104
1	10	10	12	80
1	11	11	5	109
1	12	12	17	105
1	13	13	3	90
1	14	14	24	104
1	15	15	36	115
1	16	16	0	92
1	17	17	0	101
1	18	18	7	92
1	19	19	2	95
2	0	0	34	83
2	1	1	12	107
2	2	2	9	89
2	3	3	2	108
2	4	4	4	109
2	5	5	9	83
2	6	6	1	111
2	7	7	26	93
2	8	8	1	94
2	9	9	6	107
2	10	10	16	98
2	11	11	4	99
2	12	12	6	94
2	13	13	4	102
2	14	14	32	111
2	15	15	31	93
2	16	16	0	107
2	17	17	0	105
2	18	18	12	97
2	19	19	4	96
3	0	0	45	96
3	1	1	21	125
3	2	2	5	96
3	3	3	7	103
3	4	4	2	101
3	5	5	9	90
3	6	6	7	87
3	7	7	52	113
3	8	8	2	97
3	9	9	10	99
3	10	10	21	88
3	11	11	5	133
3	12	12	26	100
3	13	13	0	104
3	14	14	42	102
3	15	15	49	107
3	16	16	4	93
3	17	17	2	110
3	18	18	1	85
3	19	19	6	104
4	0	0	45	88
4	1	1	23	107
4	2	2	8	93
4	3	3	1	109
4	4	4	0	98
4	5	5	19	98
4	6	6	1	98
4	7	7	44	99
4	8	8	2	107
4	9	9	12	92
4	10	10	24	97
4	11	11	8	87
4	12	12	30	101
4	13	13	1	98
4	14	14	52	96
4	15	15	38	109
4	16	16	0	91
4	17	17	1	99
4	18	18	2	99
4	19	19	1	96
5	0	0	46	96
5	1	1	17	88
5	2	2	10	95
5	3	3	0	82
5	4	4	3	88
5	5	5	18	90
5	6	6	0	109
5	7	7	37	98
5	8	8	3	94
5	9	9	4	96
5	10	10	29	106
5	11	11	3	64
5	12	12	18	96
5	13	13	7	94
5	14	14	39	98
5	15	15	34	80
5	16	16	15	101
5	17	17	1	88
5	18	18	3	114
5	19	19	2	91
6	0	0	47	99
6	1	1	18	98
6	2	2	8	108
6	3	3	1	99
6	4	4	0	82
6	5	5	4	104
6	6	6	0	101
6	7	7	47	125
6	8	8	2	92
6	9	9	8	110
6	10	10	11	103
6	11	11	2	95
6	12	12	17	98
6	13	13	1	90
6	14	14	37	96
6	15	15	29	100
6	16	16	11	95
6	17	17	10	88
6	18	18	6	109
6	19	19	3	124
7	0	0	30	106
7	1	1	3	117
7	2	2	0	104
7	3	3	0	114
7	4	4	0	84
7	5	5	2	112
7	6	6	1	92
7	7	7	36	120
7	8	8	0	102
7	9	9	7	94
7	10	10	7	98
7	11	11	11	95
7	12	12	21	114
7	13	13	0	91
7	14	14	38	99
7	15	15	36	101
7	16	16	3	90
7	17	17	2	96
7	18	18	6	104
7	19	19	0	85
8	0	0	39	100
8	1	1	7	95
8	2	2	4	94
8	3	3	0	86
8	4	4	5	107
8	5	5	5	93
8	6	6	6	100
8	7	7	27	95
8	8	8	3	111
8	9	9	9	81
8	10	10	17	96
8	11	11	6	91
8	12	12	23	115
8	13	13	1	97
8	14	14	30	94
8	15	15	36	111
8	16	16	4	98
8	17	17	4	103
8	18	18	2	99
8	19	19	3	111
9	0	0	50	124
9	1	1	12	101
9	2	2	7	99
9	3	3	0	88
9	4	4	2	94
9	5	5	5	91
9	6	6	0	86
9	7	7	37	108
9	8	8	1	113
9	9	9	6	97
9	10	10	8	93
9	11	11	0	93
9	12	12	12	103
9	13	13	1	102
9	14	14	40	104
9	15	15	46	112
9	16	16	8	102
9	17	17	4	91
9	18	18	3	75
9	19	19	2	103
