sample_index	mutation_index	cluster_index	var	depth
0	0	0	27	96
0	1	1	0	99
0	2	2	0	89
0	3	3	0	82
0	4	4	1	120
0	5	5	0	86
0	6	6	11	95
0	7	7	0	108
0	8	8	0	111
0	9	9	3	96
0	10	10	0	98
0	11	11	9	91
0	12	12	8	91
0	13	13	2	97
0	14	14	0	133
0	15	15	6	84
0	16	16	0	98
0	17	17	0	96
0	18	18	4	92
0	19	19	0	84
0	20	20	0	90
0	21	21	0	113
0	22	22	11	83
0	23	23	1	102
0	24	24	0	91
0	25	25	0	96
0	26	26	0	129
0	27	27	5	90
0	28	28	2	95
0	29	29	2	100
0	30	30	3	110
0	31	31	1	96
0	32	32	0	104
0	33	33	2	94
0	34	34	2	84
0	35	35	0	109
0	36	36	3	107
0	37	37	34	112
0	38	38	0	108
0	39	39	0	94
0	40	40	28	105
0	41	41	0	107
0	42	42	0	103
0	43	43	0	111
0	44	44	0	86
0	45	45	27	110
0	46	46	0	114
0	47	47	0	100
0	48	48	1	93
0	49	49	0	95
0	50	50	26	103
0	51	51	0	95
0	52	52	1	114
0	53	53	0	103
0	54	54	2	115
0	55	55	0	96
0	56	56	0	102
0	57	57	21	96
0	58	58	0	112
0	59	59	3	101
0	60	60	1	95
0	61	61	0	96
0	62	62	17	100
0	63	63	0	87
0	64	64	2	86
0	65	65	1	101
0	66	66	0	111
0	67	67	0	112
0	68	68	0	86
0	69	69	0	107
0	70	70	0	101
0	71	71	1	103
0	72	72	0	99
0	73	73	25	98
0	74	74	0	110
0	75	75	1	91
0	76	76	0	118
0	77	77	1	90
0	78	78	3	110
0	79	79	0	125
0	80	80	0	96
0	81	81	0	114
0	82	82	0	87
0	83	83	0	110
0	84	84	1	94
0	85	85	10	100
0	86	86	0	106
0	87	87	0	106
0	88	88	3	110
0	89	89	35	98
0	90	90	0	93
0	91	91	0	116
0	92	92	14	118
0	93	93	1	100
0	94	94	2	84
0	95	95	0	91
0	96	96	19	87
0	97	97	0	89
0	98	98	0	107
0	99	99	0	103
1	0	0	53	103
1	1	1	0	114
1	2	2	1	90
1	3	3	0	91
1	4	4	1	107
1	5	5	0	107
1	6	6	22	100
1	7	7	3	106
1	8	8	0	90
1	9	9	2	113
1	10	10	3	93
1	11	11	27	118
1	12	12	17	97
1	13	13	0	101
1	14	14	1	91
1	15	15	16	103
1	16	16	1	75
1	17	17	0	100
1	18	18	2	95
1	19	19	0	90
1	20	20	2	102
1	21	21	0	90
1	22	22	27	114
1	23	23	0	81
1	24	24	0	89
1	25	25	0	99
1	26	26	1	95
1	27	27	2	100
1	28	28	2	103
1	29	29	1	102
1	30	30	0	93
1	31	31	3	103
1	32	32	0	92
1	33	33	0	97
1	34	34	4	84
1	35	35	2	99
1	36	36	1	94
1	37	37	41	82
1	38	38	0	90
1	39	39	2	100
1	40	40	39	97
1	41	41	1	104
1	42	42	0	95
1	43	43	1	91
1	44	44	1	100
1	45	45	38	102
1	46	46	0	101
1	47	47	0	90
1	48	48	2	90
1	49	49	4	82
1	50	50	34	78
1	51	51	2	121
1	52	52	0	105
1	53	53	0	106
1	54	54	2	92
1	55	55	0	98
1	56	56	0	92
1	57	57	37	92
1	58	58	1	118
1	59	59	0	96
1	60	60	0	96
1	61	61	2	111
1	62	62	26	93
1	63	63	0	93
1	64	64	1	105
1	65	65	4	100
1	66	66	0	112
1	67	67	0	85
1	68	68	5	97
1	69	69	0	90
1	70	70	0	114
1	71	71	3	94
1	72	72	1	99
1	73	73	46	112
1	74	74	0	96
1	75	75	0	129
1	76	76	0	104
1	77	77	5	96
1	78	78	0	117
1	79	79	0	94
1	80	80	3	98
1	81	81	0	86
1	82	82	0	100
1	83	83	2	109
1	84	84	2	101
1	85	85	10	101
1	86	86	0	108
1	87	87	0	116
1	88	88	8	98
1	89	89	46	102
1	90	90	0	107
1	91	91	0	109
1	92	92	22	93
1	93	93	2	98
1	94	94	2	104
1	95	95	0	99
1	96	96	36	108
1	97	97	1	100
1	98	98	0	87
