sample_index	mutation_index	cluster_index	var	depth
0	0	0	42	103
0	1	1	0	104
0	2	2	0	72
0	3	3	5	109
0	4	4	2	122
0	5	5	3	100
0	6	6	0	102
0	7	7	27	81
0	8	8	2	92
0	9	9	1	89
0	10	10	3	105
0	11	11	32	100
0	12	12	0	92
0	13	13	7	105
0	14	14	11	100
0	15	15	3	110
0	16	16	26	102
0	17	17	1	98
0	18	18	0	112
0	19	19	11	102
0	20	20	6	106
0	21	21	3	84
0	22	22	3	112
0	23	23	0	92
0	24	24	0	106
0	25	25	2	89
0	26	26	2	102
0	27	27	37	104
0	28	28	16	116
0	29	29	1	103
0	30	30	0	106
0	31	31	11	122
0	32	32	1	102
0	33	33	1	104
0	34	34	15	121
0	35	35	6	86
0	36	36	4	94
0	37	37	1	102
0	38	38	2	92
0	39	39	2	93
0	40	40	0	91
0	41	41	2	104
0	42	42	44	90
0	43	43	1	105
0	44	44	11	115
0	45	45	1	99
0	46	46	10	94
0	47	47	9	97
0	48	48	0	107
0	49	49	1	113
0	50	50	0	100
0	51	51	25	88
0	52	52	5	104
0	53	53	25	109
0	54	54	0	96
0	55	55	1	86
0	56	56	1	99
0	57	57	0	99
0	58	58	44	91
0	59	59	41	110
0	60	60	0	97
0	61	61	0	93
0	62	62	1	93
0	63	63	1	86
0	64	64	2	87
0	65	65	3	106
0	66	66	0	99
0	67	67	7	105
0	68	68	4	106
0	69	69	15	103
0	70	70	14	116
0	71	71	1	94
0	72	72	2	86
0	73	73	3	119
0	74	74	0	102
0	75	75	44	108
0	76	76	1	117
0	77	77	37	103
0	78	78	35	90
0	79	79	35	96
0	80	80	7	95
0	81	81	2	95
0	82	82	12	98
0	83	83	1	92
0	84	84	13	103
0	85	85	2	91
0	86	86	1	114
0	87	87	1	121
0	88	88	0	85
0	89	89	2	102
0	90	90	1	110
0	91	91	8	87
0	92	92	2	91
0	93	93	2	95
0	94	94	1	93
0	95	95	1	109
0	96	96	1	119
0	97	97	0	103
0	98	98	0	108
0	99	99	2	119
1	0	0	43	96
1	1	1	1	104
1	2	2	0	96
1	3	3	1	106
1	4	4	1	95
1	5	5	5	109
1	6	6	1	90
1	7	7	26	87
1	8	8	1	92
1	9	9	1	101
1	10	10	2	106
1	11	11	25	85
1	12	12	2	110
1	13	13	9	91
1	14	14	12	126
1	15	15	0	89
1	16	16	24	89
1	17	17	0	105
1	18	18	4	93
1	19	19	13	94
1	20	20	6	120
1	21	21	0	89
1	22	22	7	96
1	23	23	0	122
1	24	24	2	91
1	25	25	2	103
1	26	26	0	75
1	27	27	34	95
1	28	28	6	88
1	29	29	0	88
1	30	30	0	108
1	31	31	2	109
1	32	32	1	97
1	33	33	2	116
1	34	34	9	92
1	35	35	6	103
1	36	36	4	108
1	37	37	3	110
1	38	38	3	112
1	39	39	1	99
1	40	40	0	98
1	41	41	0	96
1	42	42	32	92
1	43	43	0	104
1	44	44	12	107
1	45	45	1	106
1	46	46	7	90
1	47	47	17	108
1	48	48	3	104
1	49	49	1	94
1	50	50	2	101
