sample_index	mutation_index	cluster_index	var	depth
0	0	0	36	93
0	1	1	2	111
0	2	2	0	116
0	3	3	0	98
0	4	4	3	91
0	5	5	0	115
0	6	6	1	102
0	7	7	6	88
0	8	8	2	99
0	9	9	22	111
0	10	10	0	87
0	11	11	0	106
0	12	12	32	96
0	13	13	0	88
0	14	14	2	96
0	15	15	0	93
0	16	16	24	97
0	17	17	1	88
0	18	18	2	111
0	19	19	1	118
0	20	20	3	106
0	21	21	10	89
0	22	22	0	94
0	23	23	7	103
0	24	24	1	102
0	25	25	0	118
0	26	26	0	91
0	27	27	2	94
0	28	28	0	89
0	29	29	0	95
0	30	30	3	93
0	31	31	0	107
0	32	32	0	112
0	33	33	2	92
0	34	34	0	109
0	35	35	0	94
0	36	36	0	123
0	37	37	1	104
0	38	38	1	119
0	39	39	3	96
0	40	40	1	106
0	41	41	1	110
0	42	42	0	101
0	43	43	0	107
0	44	44	0	92
0	45	45	0	98
0	46	46	0	81
0	47	47	25	91
0	48	48	0	114
0	49	49	0	104
0	50	50	6	104
0	51	51	0	102
0	52	52	0	98
0	53	53	2	91
0	54	54	0	98
0	55	55	0	94
0	56	56	0	83
0	57	57	3	101
0	58	58	29	112
0	59	59	1	95
0	60	60	0	97
0	61	61	4	91
0	62	62	0	82
0	63	63	0	100
0	64	64	2	85
0	65	65	0	97
0	66	66	0	105
0	67	67	19	95
0	68	68	1	109
0	69	69	2	108
0	70	70	1	109
0	71	71	2	115
0	72	72	2	90
0	73	73	7	95
0	74	74	1	103
0	75	75	36	120
0	76	76	18	102
0	77	77	2	108
0	78	78	1	95
0	79	79	0	122
0	80	80	0	88
0	81	81	0	108
0	82	82	0	94
0	83	83	1	97
0	84	84	0	100
0	85	85	0	91
0	86	86	0	97
0	87	87	3	90
0	88	88	1	103
0	89	89	0	113
0	90	90	0	97
0	91	91	0	100
0	92	92	10	99
0	93	93	34	101
0	94	94	0	104
0	95	95	0	113
0	96	96	0	100
0	97	97	0	95
0	98	98	0	91
0	99	99	0	95
1	0	0	24	97
1	1	1	1	100
1	2	2	3	108
1	3	3	0	91
1	4	4	3	102
1	5	5	1	82
1	6	6	2	93
1	7	7	4	103
1	8	8	2	111
1	9	9	25	111
1	10	10	1	87
1	11	11	0	98
1	12	12	22	93
1	13	13	0	87
1	14	14	3	90
1	15	15	0	113
1	16	16	21	90
1	17	17	1	102
1	18	18	4	98
1	19	19	3	99
1	20	20	3	101
1	21	21	13	110
1	22	22	0	102
1	23	23	6	106
