sample_index	mutation_index	cluster_index	var	depth
0	0	0	45	93
0	1	1	4	100
0	2	2	6	97
0	3	3	3	121
0	4	4	2	87
0	5	5	11	87
0	6	6	0	112
0	7	7	7	91
0	8	8	5	95
0	9	9	1	110
0	10	10	2	92
0	11	11	0	87
0	12	12	2	109
0	13	13	2	99
0	14	14	43	116
0	15	15	20	98
0	16	16	0	99
0	17	17	3	101
0	18	18	0	105
0	19	19	1	109
0	20	20	24	101
0	21	21	34	102
0	22	22	1	83
0	23	23	0	104
0	24	24	5	106
0	25	25	4	100
0	26	26	12	99
0	27	27	2	94
0	28	28	30	106
0	29	29	1	105
0	30	30	34	107
0	31	31	1	117
0	32	32	2	100
0	33	33	24	91
0	34	34	2	101
0	35	35	0	88
0	36	36	0	104
0	37	37	21	88
0	38	38	0	98
0	39	39	0	100
0	40	40	17	106
0	41	41	3	91
0	42	42	7	139
0	43	43	15	101
0	44	44	4	85
0	45	45	2	90
0	46	46	19	108
0	47	47	1	84
0	48	48	0	96
0	49	49	0	123
1	0	0	50	104
1	1	1	1	86
1	2	2	4	91
1	3	3	1	111
1	4	4	1	109
1	5	5	3	96
1	6	6	0	100
1	7	7	8	109
1	8	8	2	101
1	9	9	2	103
1	10	10	3	102
1	11	11	2	89
1	12	12	0	98
1	13	13	3	117
1	14	14	40	110
1	15	15	30	98
1	16	16	0	95
1	17	17	3	112
1	18	18	8	105
1	19	19	1	96
1	20	20	31	104
1	21	21	32	83
1	22	22	0	86
1	23	23	1	101
1	24	24	5	100
1	25	25	0	88
1	26	26	9	99
1	27	27	0	107
1	28	28	34	99
1	29	29	0	86
1	30	30	27	104
1	31	31	0	88
1	32	32	2	89
1	33	33	23	93
1	34	34	0	102
1	35	35	0	95
1	36	36	0	100
1	37	37	32	116
1	38	38	0	90
1	39	39	2	103
1	40	40	8	109
1	41	41	22	126
1	42	42	5	102
1	43	43	1	116
1	44	44	1	102
1	45	45	0	81
1	46	46	10	99
1	47	47	0	100
1	48	48	1	106
1	49	49	4	107
2	0	0	24	86
2	1	1	8	108
2	2	2	3	108
2	3	3	0	103
2	4	4	1	102
2	5	5	5	101
2	6	6	1	94
2	7	7	10	103
2	8	8	1	92
2	9	9	0	108
2	10	10	1	102
2	11	11	0	90
2	12	12	0	114
2	13	13	0	97
2	14	14	33	113
2	15	15	21	96
2	16	16	0	106
2	17	17	1	99
2	18	18	2	115
2	19	19	2	91
2	20	20	22	99
2	21	21	26	98
2	22	22	11	119
2	23	23	0	93
2	24	24	4	109
2	25	25	0	99
2	26	26	10	115
2	27	27	0	109
2	28	28	26	102
2	29	29	3	103
2	30	30	26	110
2	31	31	0	78
2	32	32	0	90
2	33	33	17	103
2	34	34	2	94
2	35	35	1	84
2	36	36	1	108
2	37	37	18	97
2	38	38	0	116
2	39	39	0	95
2	40	40	10	105
2	41	41	0	104
2	42	42	2	101
2	43	43	5	106
2	44	44	1	106
2	45	45	0	99
2	46	46	14	101
2	47	47	1	89
2	48	48	0	92
2	49	49	0	102
3	0	0	27	105
3	1	1	3	104
3	2	2	2	106
3	3	3	3	110
3	4	4	1	102
3	5	5	2	102
3	6	6	0	86
3	7	7	3	107
3	8	8	2	90
3	9	9	0	91
3	10	10	1	106
3	11	11	0	84
3	12	12	2	102
3	13	13	0	108
3	14	14	31	114
3	15	15	12	103
3	16	16	0	107
3	17	17	0	75
3	18	18	3	103
3	19	19	0	104
3	20	20	14	98
3	21	21	25	142
3	22	22	0	93
3	23	23	0	100
3	24	24	1	91
3	25	25	0	122
3	26	26	7	86
3	27	27	0	108
3	28	28	18	106
3	29	29	0	103
3	30	30	9	95
3	31	31	0	80
3	32	32	0	125
3	33	33	10	87
3	34	34	0	87
3	35	35	0	92
3	36	36	0	100
3	37	37	13	102
3	38	38	2	91
3	39	39	0	96
3	40	40	6	95
3	41	41	4	91
3	42	42	4	114
3	43	43	3	90
3	44	44	3	107
3	45	45	0	106
3	46	46	10	109
3	47	47	1	102
3	48	48	2	82
3	49	49	0	87
4	0	0	45	85
4	1	1	9	117
4	2	2	6	90
4	3	3	1	96
4	4	4	0	100
4	5	5	24	95
4	6	6	0	95
4	7	7	3	92
4	8	8	4	110
4	9	9	1	96
4	10	10	0	107
4	11	11	4	86
4	12	12	0	100
4	13	13	0	122
4	14	14	35	111
4	15	15	33	100
4	16	16	0	94
4	17	17	5	118
4	18	18	5	107
4	19	19	3	85
4	20	20	35	109
4	21	21	33	87
4	22	22	2	89
4	23	23	0	110
4	24	24	7	87
4	25	25	0	99
4	26	26	18	102
4	27	27	0	108
4	28	28	43	92
4	29	29	1	89
4	30	30	33	88
4	31	31	0	86
4	32	32	3	107
4	33	33	25	107
4	34	34	0	104
4	35	35	0	109
4	36	36	0	96
4	37	37	36	118
4	38	38	2	111
4	39	39	1	100
4	40	40	22	99
4	41	41	9	105
4	42	42	7	116
4	43	43	11	107
4	44	44	2	105
4	45	45	0	94
4	46	46	12	90
4	47	47	1	108
4	48	48	0	105
4	49	49	3	102
5	0	0	43	94
5	1	1	2	85
5	2	2	3	103
5	3	3	0	113
5	4	4	2	104
5	5	5	6	86
5	6	6	2	106
5	7	7	7	88
5	8	8	2	106
5	9	9	0	97
5	10	10	4	86
5	11	11	1	97
5	12	12	0	108
5	13	13	5	113
5	14	14	34	110
5	15	15	22	102
5	16	16	0	84
5	17	17	2	107
5	18	18	1	103
5	19	19	2	101
5	20	20	16	108
5	21	21	20	94
5	22	22	4	101
5	23	23	1	96
5	24	24	10	97
5	25	25	0	100
5	26	26	3	105
5	27	27	0	102
5	28	28	33	105
5	29	29	1	107
5	30	30	23	114
5	31	31	0	109
5	32	32	2	107
5	33	33	17	73
5	34	34	1	93
5	35	35	0	109
5	36	36	1	113
5	37	37	20	118
5	38	38	2	110
5	39	39	0	99
5	40	40	10	95
5	41	41	1	121
5	42	42	2	116
5	43	43	7	101
5	44	44	4	97
5	45	45	0	111
5	46	46	8	94
5	47	47	1	96
5	48	48	0	112
5	49	49	0	101
6	0	0	24	115
6	1	1	1	109
6	2	2	1	89
6	3	3	3	91
6	4	4	1	92
6	5	5	11	91
6	6	6	0	105
6	7	7	3	92
6	8	8	2	102
6	9	9	1	110
6	10	10	0	85
6	11	11	2	106
6	12	12	0	92
6	13	13	0	95
6	14	14	24	99
6	15	15	20	95
6	16	16	0	100
6	17	17	3	108
6	18	18	3	111
6	19	19	0	98
6	20	20	22	90
6	21	21	18	99
6	22	22	0	98
6	23	23	0	106
6	24	24	1	86
6	25	25	1	93
6	26	26	6	77
6	27	27	0	104
6	28	28	18	93
6	29	29	0	98
6	30	30	10	110
6	31	31	0	95
6	32	32	1	92
6	33	33	19	90
6	34	34	0	93
6	35	35	0	98
6	36	36	0	96
6	37	37	13	106
6	38	38	2	112
6	39	39	0	107
6	40	40	4	106
6	41	41	1	109
6	42	42	2	105
6	43	43	1	87
6	44	44	0	116
6	45	45	0	98
6	46	46	5	91
6	47	47	0	116
6	48	48	4	108
6	49	49	1	118
7	0	0	37	85
7	1	1	6	112
7	2	2	8	89
7	3	3	2	91
7	4	4	0	107
7	5	5	19	107
7	6	6	1	102
7	7	7	7	88
7	8	8	1	107
7	9	9	1	101
7	10	10	2	107
7	11	11	0	102
7	12	12	1	116
7	13	13	0	90
7	14	14	41	101
7	15	15	43	111
7	16	16	3	97
7	17	17	5	107
7	18	18	4	103
7	19	19	0	104
7	20	20	41	97
7	21	21	44	97
7	22	22	1	99
7	23	23	0	96
7	24	24	8	91
7	25	25	1	106
7	26	26	9	85
7	27	27	2	90
7	28	28	36	96
7	29	29	2	91
7	30	30	38	96
7	31	31	0	113
7	32	32	4	93
7	33	33	32	89
7	34	34	0	99
7	35	35	1	96
7	36	36	0	86
7	37	37	31	95
7	38	38	4	100
7	39	39	2	82
7	40	40	17	111
7	41	41	4	94
7	42	42	4	116
7	43	43	12	104
7	44	44	1	98
7	45	45	1	102
7	46	46	21	98
7	47	47	0	103
7	48	48	2	97
7	49	49	2	99
8	0	0	44	106
8	1	1	3	101
8	2	2	4	91
8	3	3	0	91
8	4	4	0	98
8	5	5	9	99
8	6	6	0	97
8	7	7	7	82
8	8	8	3	104
8	9	9	0	91
8	10	10	2	97
8	11	11	1	104
8	12	12	0	88
8	13	13	1	111
8	14	14	25	103
8	15	15	16	96
8	16	16	2	85
8	17	17	1	90
8	18	18	0	93
8	19	19	0	81
8	20	20	20	100
8	21	21	23	105
8	22	22	2	95
8	23	23	0	96
8	24	24	7	81
8	25	25	0	91
8	26	26	8	101
8	27	27	0	97
8	28	28	31	112
8	29	29	1	96
8	30	30	25	98
8	31	31	1	90
8	32	32	0	105
8	33	33	16	90
8	34	34	1	106
8	35	35	0	94
8	36	36	2	99
8	37	37	25	104
8	38	38	2	90
8	39	39	0	89
8	40	40	5	94
8	41	41	3	106
8	42	42	0	94
8	43	43	7	89
8	44	44	0	103
8	45	45	1	100
8	46	46	13	118
8	47	47	0	85
8	48	48	2	105
8	49	49	2	94
9	0	0	26	95
9	1	1	4	86
9	2	2	0	93
9	3	3	1	94
9	4	4	0	94
9	5	5	11	107
9	6	6	1	93
9	7	7	6	118
9	8	8	1	98
9	9	9	1	109
9	10	10	3	111
9	11	11	0	107
9	12	12	0	112
9	13	13	0	95
9	14	14	21	99
9	15	15	14	92
9	16	16	0	98
9	17	17	4	127
9	18	18	1	108
