sample_index	mutation_index	cluster_index	var	depth
0	0	0	22	102
0	1	1	6	128
0	2	2	0	111
0	3	3	0	92
0	4	4	2	94
0	5	5	0	88
0	6	6	0	96
0	7	7	0	84
0	8	8	0	104
0	9	9	1	109
0	10	10	1	98
0	11	11	0	79
0	12	12	0	85
0	13	13	0	106
0	14	14	13	114
0	15	15	0	87
0	16	16	7	98
0	17	17	0	100
0	18	18	0	99
0	19	19	10	115
0	20	20	0	98
0	21	21	0	107
0	22	22	2	100
0	23	23	0	110
0	24	24	0	113
0	25	25	1	97
0	26	26	0	116
0	27	27	0	112
0	28	28	0	97
0	29	29	11	107
0	30	30	1	98
0	31	31	1	99
0	32	32	0	94
0	33	33	2	120
0	34	34	5	105
0	35	35	0	89
0	36	36	0	104
0	37	37	3	102
0	38	38	0	110
0	39	39	0	117
0	40	40	1	102
0	41	41	1	90
0	42	42	4	93
0	43	43	0	95
0	44	44	3	95
0	45	45	0	104
0	46	46	0	103
0	47	47	0	117
0	48	48	11	103
0	49	49	0	97
0	50	50	9	104
0	51	51	1	91
0	52	52	1	116
0	53	53	0	111
0	54	54	0	99
0	55	55	0	104
0	56	56	23	98
0	57	57	1	113
0	58	58	2	97
0	59	59	0	98
0	60	60	0	113
0	61	61	0	85
0	62	62	0	103
0	63	63	1	103
0	64	64	9	106
0	65	65	0	104
0	66	66	1	101
0	67	67	0	124
0	68	68	0	90
0	69	69	0	90
0	70	70	0	105
0	71	71	12	87
0	72	72	4	98
0	73	73	0	98
0	74	74	25	106
0	75	75	11	101
0	76	76	0	100
0	77	77	0	104
0	78	78	1	105
0	79	79	0	100
0	80	80	2	85
0	81	81	6	102
0	82	82	0	112
0	83	83	0	105
0	84	84	0	95
0	85	85	1	115
0	86	86	0	109
0	87	87	2	101
0	88	88	0	92
0	89	89	0	129
0	90	90	0	91
0	91	91	6	113
0	92	92	0	101
0	93	93	1	86
0	94	94	0	104
0	95	95	0	122
0	96	96	7	90
0	97	97	1	105
0	98	98	0	121
0	99	99	0	92
1	0	0	36	98
1	1	1	1	115
1	2	2	0	94
1	3	3	0	84
1	4	4	2	110
1	5	5	0	108
1	6	6	0	99
1	7	7	0	86
1	8	8	0	92
1	9	9	0	103
1	10	10	0	91
1	11	11	0	101
1	12	12	1	93
1	13	13	0	107
1	14	14	10	89
1	15	15	1	92
1	16	16	11	83
1	17	17	0	96
1	18	18	0	99
1	19	19	8	88
1	20	20	0	111
1	21	21	0	94
1	22	22	2	116
1	23	23	1	123
1	24	24	0	104
1	25	25	0	107
1	26	26	0	97
1	27	27	0	74
1	28	28	0	93
1	29	29	12	99
1	30	30	1	106
1	31	31	0	104
1	32	32	0	102
1	33	33	2	122
1	34	34	14	106
1	35	35	0	101
1	36	36	0	89
1	37	37	1	101
1	38	38	0	96
1	39	39	0	101
1	40	40	2	108
1	41	41	0	100
1	42	42	7	90
1	43	43	0	93
1	44	44	0	102
1	45	45	0	103
1	46	46	0	91
1	47	47	0	100
1	48	48	11	84
1	49	49	0	103
1	50	50	2	103
1	51	51	0	98
1	52	52	1	103
1	53	53	0	109
1	54	54	1	114
1	55	55	1	88
1	56	56	21	108
1	57	57	0	101
1	58	58	3	96
1	59	59	3	103
1	60	60	0	108
1	61	61	3	104
1	62	62	0	99
1	63	63	3	97
1	64	64	5	109
1	65	65	4	99
1	66	66	1	99
1	67	67	0	91
1	68	68	0	93
1	69	69	0	87
1	70	70	0	91
1	71	71	9	95
1	72	72	4	94
1	73	73	0	111
1	74	74	28	101
1	75	75	9	86
1	76	76	2	89
1	77	77	0	104
1	78	78	1	96
1	79	79	0	115
1	80	80	1	97
1	81	81	9	104
1	82	82	0	91
1	83	83	1	117
1	84	84	0	91
1	85	85	0	111
1	86	86	0	106
1	87	87	3	106
1	88	88	0	98
1	89	89	0	106
1	90	90	0	102
1	91	91	11	114
1	92	92	1	103
1	93	93	1	80
1	94	94	1	102
1	95	95	0	113
1	96	96	5	101
1	97	97	0	83
1	98	98	1	111
1	99	99	1	100
2	0	0	36	109
2	1	1	5	92
2	2	2	0	94
2	3	3	0	97
2	4	4	3	86
2	5	5	1	93
2	6	6	0	80
2	7	7	0	107
2	8	8	0	95
2	9	9	1	85
2	10	10	0	121
2	11	11	0	94
2	12	12	0	97
2	13	13	1	96
2	14	14	11	111
2	15	15	1	107
2	16	16	6	97
2	17	17	0	97
2	18	18	0	76
2	19	19	7	105
2	20	20	0	83
2	21	21	0	94
2	22	22	3	102
2	23	23	1	106
2	24	24	0	77
2	25	25	0	86
2	26	26	0	123
2	27	27	0	101
2	28	28	0	88
2	29	29	13	88
2	30	30	1	105
2	31	31	0	88
2	32	32	0	82
2	33	33	1	101
2	34	34	9	123
2	35	35	0	98
2	36	36	0	84
2	37	37	0	98
2	38	38	3	92
2	39	39	0	104
2	40	40	6	91
2	41	41	0	103
2	42	42	10	102
2	43	43	1	92
2	44	44	0	95
2	45	45	0	94
2	46	46	0	107
2	47	47	1	108
2	48	48	4	122
2	49	49	0	90
2	50	50	3	100
2	51	51	0	96
2	52	52	1	112
