sample_index	mutation_index	cluster_index	var	depth
0	0	0	23	99
0	1	1	4	111
0	2	2	0	82
0	3	3	2	113
0	4	4	1	97
0	5	5	1	108
0	6	6	1	99
0	7	7	4	97
0	8	8	1	92
0	9	9	1	108
0	10	10	1	89
0	11	11	2	95
0	12	12	1	76
0	13	13	0	92
0	14	14	1	95
0	15	15	24	89
0	16	16	0	92
0	17	17	1	104
0	18	18	0	96
0	19	19	0	91
0	20	20	1	118
0	21	21	6	95
0	22	22	2	129
0	23	23	0	90
0	24	24	3	110
0	25	25	0	100
0	26	26	14	92
0	27	27	3	104
0	28	28	19	90
0	29	29	1	108
0	30	30	0	107
0	31	31	2	111
0	32	32	6	94
0	33	33	0	107
0	34	34	8	112
0	35	35	2	105
0	36	36	0	103
0	37	37	1	100
0	38	38	3	103
0	39	39	0	111
0	40	40	19	101
0	41	41	2	102
0	42	42	0	100
0	43	43	2	87
0	44	44	5	103
0	45	45	2	112
0	46	46	0	96
0	47	47	1	112
0	48	48	0	82
0	49	49	0	99
1	0	0	37	101
1	1	1	6	97
1	2	2	0	90
1	3	3	0	90
1	4	4	2	90
1	5	5	1	82
1	6	6	1	96
1	7	7	1	96
1	8	8	2	99
1	9	9	1	103
1	10	10	2	101
1	11	11	3	101
1	12	12	4	101
1	13	13	1	112
1	14	14	0	107
1	15	15	36	101
1	16	16	0	102
1	17	17	2	98
1	18	18	0	116
1	19	19	4	99
1	20	20	1	97
1	21	21	7	99
1	22	22	3	99
1	23	23	4	99
1	24	24	1	91
1	25	25	0	115
1	26	26	10	99
1	27	27	0	95
1	28	28	37	94
1	29	29	3	106
1	30	30	1	94
1	31	31	4	97
1	32	32	5	95
1	33	33	0	96
1	34	34	14	87
1	35	35	2	111
1	36	36	0	87
1	37	37	1	97
1	38	38	2	94
1	39	39	0	102
1	40	40	21	107
1	41	41	5	108
1	42	42	1	129
1	43	43	1	114
1	44	44	2	99
1	45	45	0	95
1	46	46	1	113
1	47	47	0	101
1	48	48	5	103
1	49	49	0	91
2	0	0	33	92
2	1	1	2	102
2	2	2	0	100
2	3	3	0	85
2	4	4	4	97
2	5	5	2	115
2	6	6	4	83
2	7	7	4	108
2	8	8	0	104
2	9	9	1	92
2	10	10	4	116
2	11	11	0	118
2	12	12	0	106
2	13	13	2	98
2	14	14	2	99
2	15	15	29	93
2	16	16	0	103
2	17	17	0	73
2	18	18	2	121
2	19	19	0	91
2	20	20	0	112
2	21	21	12	95
2	22	22	6	97
2	23	23	4	118
2	24	24	0	109
2	25	25	1	95
2	26	26	8	126
2	27	27	1	105
2	28	28	29	88
2	29	29	1	86
2	30	30	0	116
2	31	31	2	116
2	32	32	5	109
2	33	33	5	107
2	34	34	12	101
2	35	35	2	104
2	36	36	1	102
2	37	37	0	94
2	38	38	2	102
2	39	39	0	104
2	40	40	28	98
2	41	41	3	98
2	42	42	2	108
2	43	43	0	92
2	44	44	2	105
2	45	45	0	104
2	46	46	0	92
2	47	47	1	100
2	48	48	2	96
2	49	49	0	98
3	0	0	43	108
3	1	1	5	110
3	2	2	0	95
3	3	3	0	100
3	4	4	10	107
3	5	5	0	107
3	6	6	0	108
3	7	7	0	85
3	8	8	1	94
3	9	9	0	92
3	10	10	0	82
3	11	11	2	114
3	12	12	0	84
3	13	13	0	93
3	14	14	0	107
3	15	15	35	102
3	16	16	0	108
3	17	17	4	111
3	18	18	2	96
3	19	19	4	107
3	20	20	3	87
3	21	21	4	93
3	22	22	6	98
3	23	23	0	91
3	24	24	0	95
3	25	25	0	85
3	26	26	5	117
3	27	27	0	90
3	28	28	43	102
3	29	29	2	101
3	30	30	2	98
3	31	31	5	90
3	32	32	1	88
3	33	33	0	109
3	34	34	5	103
3	35	35	6	104
3	36	36	2	104
3	37	37	3	95
3	38	38	0	104
3	39	39	2	117
3	40	40	23	104
3	41	41	2	87
3	42	42	0	113
3	43	43	0	91
3	44	44	1	96
3	45	45	4	100
3	46	46	0	102
3	47	47	0	100
3	48	48	0	100
3	49	49	1	102
4	0	0	35	104
4	1	1	8	102
4	2	2	2	110
4	3	3	1	97
4	4	4	4	98
4	5	5	4	96
4	6	6	1	94
4	7	7	2	86
4	8	8	1	83
4	9	9	3	109
4	10	10	8	98
4	11	11	1	102
4	12	12	2	89
4	13	13	0	104
4	14	14	1	103
4	15	15	41	105
4	16	16	0	74
4	17	17	0	103
4	18	18	1	115
4	19	19	1	111
4	20	20	0	107
4	21	21	12	108
4	22	22	0	100
4	23	23	0	88
4	24	24	1	89
4	25	25	1	96
4	26	26	5	100
4	27	27	0	97
4	28	28	33	91
4	29	29	3	82
4	30	30	0	107
4	31	31	6	105
4	32	32	6	100
4	33	33	3	99
4	34	34	12	91
4	35	35	6	112
4	36	36	0	98
4	37	37	0	107
4	38	38	7	110
4	39	39	0	89
4	40	40	12	88
4	41	41	7	101
4	42	42	1	96
4	43	43	1	98
4	44	44	0	97
4	45	45	4	115
4	46	46	0	87
4	47	47	2	107
4	48	48	1	101
4	49	49	0	87
5	0	0	33	96
5	1	1	12	98
5	2	2	0	124
5	3	3	4	96
5	4	4	11	101
5	5	5	4	110
5	6	6	1	86
5	7	7	5	84
5	8	8	0	101
5	9	9	0	89
5	10	10	2	86
5	11	11	2	121
5	12	12	3	104
5	13	13	2	94
5	14	14	0	93
5	15	15	40	99
5	16	16	0	97
5	17	17	2	97
5	18	18	2	102
5	19	19	0	86
5	20	20	1	92
5	21	21	16	94
5	22	22	2	97
5	23	23	6	89
5	24	24	1	103
5	25	25	3	112
5	26	26	8	99
5	27	27	2	97
5	28	28	36	96
5	29	29	5	106
5	30	30	1	104
5	31	31	0	123
5	32	32	15	106
5	33	33	0	102
5	34	34	13	104
5	35	35	7	115
5	36	36	1	103
5	37	37	5	130
5	38	38	0	95
5	39	39	3	99
5	40	40	32	98
5	41	41	1	102
5	42	42	0	93
5	43	43	1	111
5	44	44	5	101
5	45	45	4	82
5	46	46	1	93
5	47	47	0	91
5	48	48	0	97
5	49	49	4	94
6	0	0	39	99
6	1	1	6	105
6	2	2	0	96
6	3	3	2	91
6	4	4	4	100
6	5	5	2	84
6	6	6	6	84
6	7	7	5	103
6	8	8	1	86
6	9	9	1	106
6	10	10	3	80
6	11	11	3	100
6	12	12	1	94
6	13	13	0	106
6	14	14	1	93
6	15	15	29	93
6	16	16	1	103
6	17	17	2	125
6	18	18	2	106
6	19	19	1	95
6	20	20	0	95
6	21	21	5	91
6	22	22	1	126
6	23	23	3	107
6	24	24	0	102
6	25	25	0	90
6	26	26	10	118
6	27	27	3	107
6	28	28	38	93
6	29	29	4	104
6	30	30	0	88
6	31	31	2	93
6	32	32	5	101
6	33	33	0	87
6	34	34	7	108
6	35	35	7	103
6	36	36	0	88
6	37	37	0	94
6	38	38	2	97
6	39	39	0	79
6	40	40	18	88
6	41	41	4	103
6	42	42	1	108
6	43	43	0	96
6	44	44	1	92
6	45	45	3	112
6	46	46	0	101
6	47	47	2	120
6	48	48	0	110
6	49	49	0	84
7	0	0	49	102
7	1	1	2	88
7	2	2	7	98
7	3	3	0	104
7	4	4	1	99
7	5	5	7	93
7	6	6	3	99
7	7	7	6	103
7	8	8	6	100
7	9	9	1	102
7	10	10	6	105
7	11	11	5	108
7	12	12	1	92
7	13	13	1	100
7	14	14	1	116
7	15	15	37	99
7	16	16	0	125
7	17	17	1	94
7	18	18	0	107
7	19	19	3	106
7	20	20	0	115
7	21	21	16	108
7	22	22	0	110
7	23	23	5	127
7	24	24	0	91
7	25	25	2	115
7	26	26	10	104
7	27	27	2	87
7	28	28	51	106
7	29	29	4	99
7	30	30	0	98
7	31	31	4	102
7	32	32	9	102
7	33	33	2	84
7	34	34	12	98
7	35	35	3	90
7	36	36	0	89
7	37	37	3	105
7	38	38	2	91
7	39	39	0	104
7	40	40	27	96
7	41	41	8	95
7	42	42	2	102
7	43	43	2	103
7	44	44	0	101
7	45	45	4	90
7	46	46	0	110
7	47	47	3	91
7	48	48	2	98
7	49	49	4	101
8	0	0	29	89
8	1	1	3	96
8	2	2	0	117
8	3	3	0	104
8	4	4	10	106
8	5	5	3	87
8	6	6	4	114
8	7	7	3	106
8	8	8	4	101
8	9	9	0	96
8	10	10	2	94
8	11	11	1	91
8	12	12	2	90
8	13	13	0	112
8	14	14	0	95
8	15	15	33	83
8	16	16	0	74
8	17	17	1	110
8	18	18	2	94
8	19	19	3	108
8	20	20	0	91
8	21	21	10	99
8	22	22	1	86
8	23	23	1	95
8	24	24	2	131
8	25	25	3	114
8	26	26	15	101
8	27	27	1	94
8	28	28	41	107
8	29	29	4	108
8	30	30	3	95
8	31	31	7	86
8	32	32	12	111
8	33	33	0	81
8	34	34	17	89
8	35	35	7	97
8	36	36	0	104
8	37	37	2	90
8	38	38	0	116
8	39	39	0	102
8	40	40	33	95
8	41	41	3	99
8	42	42	0	104
8	43	43	0	90
8	44	44	2	87
8	45	45	1	100
8	46	46	1	123
8	47	47	0	114
8	48	48	0	100
8	49	49	0	108
9	0	0	35	97
9	1	1	9	96
9	2	2	0	117
9	3	3	1	88
9	4	4	8	105
9	5	5	1	96
9	6	6	1	109
9	7	7	5	103
9	8	8	3	103
9	9	9	0	101
9	10	10	3	89
9	11	11	0	119
9	12	12	1	95
9	13	13	2	104
9	14	14	0	104
9	15	15	27	104
9	16	16	0	92
9	17	17	0	100
9	18	18	0	103
9	19	19	2	98
9	20	20	1	86
9	21	21	6	91
9	22	22	2	99
9	23	23	0	92
9	24	24	0	112
9	25	25	0	108
9	26	26	3	113
9	27	27	3	120
9	28	28	31	93
9	29	29	1	102
9	30	30	0	85
9	31	31	7	95
9	32	32	2	87
9	33	33	0	96
9	34	34	8	113
9	35	35	6	109
9	36	36	0	90
9	37	37	1	124
9	38	38	1	104
9	39	39	1	103
9	40	40	16	110
9	41	41	2	107
9	42	42	2	110
9	43	43	0	102
9	44	44	2	102
9	45	45	1	115
9	46	46	0	99
9	47	47	0	80
9	48	48	1	94
9	49	49	1	107
