73	104	112	117	101	110	86	92	107	95	93	109	107	101	89	100	96	103	86	82
95	96	106	104	96	102	117	101	90	111	97	92	97	108	106	111	100	117	94	103
97	84	101	106	86	98	86	116	75	102	102	104	112	111	102	94	91	110	101	107
90	103	119	110	101	103	90	106	102	110	98	115	99	107	93	107	113	97	100	120
101	85	92	110	98	95	94	98	97	99	87	104	101	103	103	97	91	103	115	86
101	81	107	110	96	91	98	122	96	108	98	88	95	107	103	114	89	94	96	97
106	87	93	94	123	96	111	114	94	94	80	88	105	99	108	96	104	104	99	89
90	105	114	110	94	103	106	99	101	107	102	88	108	104	87	95	86	95	98	104
101	104	105	91	84	97	114	97	97	81	106	99	103	98	100	104	103	110	103	97
79	119	100	92	121	103	89	97	95	89	113	106	117	97	82	101	105	100	97	94
