sample_index	mutation_index	cluster_index	var	depth
0	0	0	29	101
0	1	1	28	96
0	2	2	3	92
0	3	3	0	128
0	4	4	1	95
0	5	5	15	87
0	6	6	14	91
0	7	7	19	113
0	8	8	4	110
0	9	9	2	90
0	10	10	2	77
0	11	11	6	77
0	12	12	20	102
0	13	13	21	109
0	14	14	1	83
0	15	15	0	91
0	16	16	23	95
0	17	17	0	106
0	18	18	0	115
0	19	19	1	93
1	0	0	33	96
1	1	1	27	87
1	2	2	4	89
1	3	3	1	105
1	4	4	0	109
1	5	5	18	101
1	6	6	26	90
1	7	7	21	76
1	8	8	3	110
1	9	9	3	109
1	10	10	1	92
1	11	11	6	93
1	12	12	19	82
1	13	13	33	90
1	14	14	0	116
1	15	15	4	87
1	16	16	27	99
1	17	17	12	98
1	18	18	10	95
1	19	19	0	100
2	0	0	26	79
2	1	1	38	103
2	2	2	9	114
2	3	3	2	91
2	4	4	0	105
2	5	5	27	88
2	6	6	32	115
2	7	7	29	94
2	8	8	2	83
2	9	9	7	90
2	10	10	3	95
2	11	11	5	107
2	12	12	31	97
2	13	13	31	102
2	14	14	6	94
2	15	15	3	91
2	16	16	44	109
2	17	17	3	103
2	18	18	1	98
2	19	19	2	96
3	0	0	41	97
3	1	1	56	105
3	2	2	3	99
3	3	3	0	101
3	4	4	4	117
3	5	5	34	107
3	6	6	29	99
3	7	7	55	111
3	8	8	3	93
3	9	9	5	93
3	10	10	10	104
3	11	11	13	99
3	12	12	35	94
3	13	13	34	90
3	14	14	5	89
3	15	15	1	91
3	16	16	39	92
3	17	17	5	87
3	18	18	1	83
3	19	19	3	106
4	0	0	22	96
4	1	1	17	76
4	2	2	0	99
4	3	3	3	116
4	4	4	0	110
4	5	5	16	103
4	6	6	9	102
4	7	7	13	96
4	8	8	3	102
4	9	9	5	104
4	10	10	2	107
4	11	11	15	103
4	12	12	13	93
4	13	13	17	114
4	14	14	4	106
4	15	15	4	103
4	16	16	22	106
4	17	17	0	112
4	18	18	1	102
4	19	19	0	100
5	0	0	56	113
5	1	1	35	104
5	2	2	1	110
5	3	3	0	108
5	4	4	4	117
5	5	5	26	91
5	6	6	25	94
5	7	7	28	104
5	8	8	9	94
5	9	9	15	114
5	10	10	3	93
5	11	11	10	100
5	12	12	32	115
5	13	13	28	110
5	14	14	0	101
5	15	15	11	122
5	16	16	41	114
5	17	17	3	96
5	18	18	2	87
5	19	19	0	96
6	0	0	45	112
6	1	1	50	123
6	2	2	2	98
6	3	3	1	114
6	4	4	10	97
6	5	5	17	78
6	6	6	30	109
6	7	7	30	102
6	8	8	0	85
6	9	9	4	88
6	10	10	0	108
6	11	11	4	106
6	12	12	28	95
6	13	13	37	124
6	14	14	0	90
6	15	15	5	104
6	16	16	42	108
6	17	17	8	102
6	18	18	1	103
6	19	19	0	86
7	0	0	33	99
7	1	1	16	73
7	2	2	3	113
7	3	3	2	113
7	4	4	2	97
7	5	5	16	119
7	6	6	14	108
7	7	7	15	87
7	8	8	0	85
7	9	9	1	102
7	10	10	3	99
7	11	11	9	92
7	12	12	17	110
7	13	13	15	92
7	14	14	1	92
7	15	15	6	103
7	16	16	23	101
7	17	17	0	98
7	18	18	0	79
7	19	19	0	90
8	0	0	17	93
8	1	1	36	107
8	2	2	0	117
8	3	3	0	106
8	4	4	0	106
8	5	5	20	105
8	6	6	12	81
8	7	7	14	99
8	8	8	1	85
8	9	9	0	81
8	10	10	12	109
8	11	11	10	119
8	12	12	26	98
8	13	13	19	95
8	14	14	3	98
8	15	15	2	114
8	16	16	44	126
8	17	17	1	118
8	18	18	0	96
8	19	19	5	118
9	0	0	44	109
9	1	1	42	99
9	2	2	1	90
9	3	3	1	115
9	4	4	0	98
9	5	5	11	90
9	6	6	21	112
9	7	7	17	103
9	8	8	7	115
9	9	9	8	109
9	10	10	3	117
9	11	11	8	101
9	12	12	25	97
9	13	13	17	98
9	14	14	2	112
9	15	15	15	118
9	16	16	33	106
9	17	17	1	91
9	18	18	0	84
9	19	19	3	91
