sample_index	mutation_index	cluster_index	var	depth
0	0	0	38	87
0	1	1	7	102
0	2	2	2	98
0	3	3	2	97
0	4	4	9	99
0	5	5	6	95
0	6	6	3	83
0	7	7	1	88
0	8	8	2	90
0	9	9	2	100
0	10	10	25	105
0	11	11	23	128
0	12	12	4	104
0	13	13	14	122
0	14	14	2	90
0	15	15	5	110
0	16	16	4	99
0	17	17	5	117
0	18	18	0	99
0	19	19	2	126
1	0	0	33	103
1	1	1	6	99
1	2	2	0	99
1	3	3	0	81
1	4	4	4	93
1	5	5	11	111
1	6	6	1	91
1	7	7	0	118
1	8	8	1	96
1	9	9	4	98
1	10	10	15	107
1	11	11	8	86
1	12	12	2	103
1	13	13	6	101
1	14	14	0	111
1	15	15	1	116
1	16	16	2	97
1	17	17	0	97
1	18	18	5	97
1	19	19	1	99
2	0	0	26	88
2	1	1	2	98
2	2	2	0	112
2	3	3	3	94
2	4	4	11	98
2	5	5	2	100
2	6	6	5	111
2	7	7	1	101
2	8	8	0	96
2	9	9	3	128
2	10	10	29	117
2	11	11	6	89
2	12	12	3	126
2	13	13	15	97
2	14	14	0	100
2	15	15	0	123
2	16	16	5	79
2	17	17	2	106
2	18	18	0	100
2	19	19	3	105
3	0	0	39	105
3	1	1	1	107
3	2	2	1	102
3	3	3	0	101
3	4	4	12	87
3	5	5	2	114
3	6	6	4	110
3	7	7	0	106
3	8	8	0	100
3	9	9	2	110
3	10	10	22	96
3	11	11	2	116
3	12	12	6	91
3	13	13	20	96
3	14	14	1	91
3	15	15	1	100
3	16	16	9	136
3	17	17	4	88
3	18	18	2	110
3	19	19	0	110
4	0	0	50	106
4	1	1	0	100
4	2	2	2	98
4	3	3	0	108
4	4	4	12	117
4	5	5	4	86
4	6	6	2	93
4	7	7	1	92
4	8	8	1	110
4	9	9	0	94
4	10	10	21	79
4	11	11	8	109
4	12	12	3	98
4	13	13	19	92
4	14	14	2	90
4	15	15	6	117
4	16	16	9	91
4	17	17	0	84
4	18	18	1	112
4	19	19	9	106
5	0	0	42	97
5	1	1	0	96
5	2	2	5	114
5	3	3	2	122
5	4	4	5	105
5	5	5	7	107
5	6	6	3	89
5	7	7	4	102
5	8	8	5	78
5	9	9	7	113
5	10	10	25	87
5	11	11	2	121
5	12	12	8	115
5	13	13	9	93
5	14	14	5	103
5	15	15	3	109
5	16	16	6	99
5	17	17	2	104
5	18	18	0	93
5	19	19	9	108
6	0	0	40	89
6	1	1	0	107
6	2	2	1	103
6	3	3	1	102
6	4	4	5	100
6	5	5	5	83
6	6	6	4	109
6	7	7	4	100
6	8	8	8	102
6	9	9	3	95
6	10	10	23	95
6	11	11	8	103
6	12	12	1	98
6	13	13	23	101
6	14	14	0	94
6	15	15	10	91
6	16	16	8	96
6	17	17	2	87
6	18	18	1	105
6	19	19	2	117
7	0	0	42	94
7	1	1	1	102
7	2	2	2	100
7	3	3	0	103
7	4	4	8	94
7	5	5	5	108
7	6	6	3	98
7	7	7	4	95
7	8	8	5	100
7	9	9	3	101
7	10	10	37	111
7	11	11	2	83
7	12	12	5	79
7	13	13	15	102
7	14	14	0	109
7	15	15	1	88
7	16	16	10	118
7	17	17	1	88
7	18	18	4	119
7	19	19	4	110
8	0	0	27	104
8	1	1	0	110
8	2	2	9	93
8	3	3	3	95
8	4	4	13	110
8	5	5	4	95
8	6	6	6	93
8	7	7	4	109
8	8	8	3	104
8	9	9	0	98
8	10	10	22	103
8	11	11	5	100
8	12	12	8	89
8	13	13	15	93
8	14	14	0	94
8	15	15	5	122
8	16	16	13	88
8	17	17	0	106
8	18	18	0	105
8	19	19	0	114
9	0	0	35	93
9	1	1	1	103
9	2	2	8	114
9	3	3	0	93
9	4	4	16	102
9	5	5	7	97
9	6	6	2	99
9	7	7	4	91
9	8	8	4	96
9	9	9	0	106
9	10	10	26	116
9	11	11	1	96
9	12	12	1	103
9	13	13	12	109
9	14	14	6	124
9	15	15	0	93
9	16	16	3	106
9	17	17	3	94
9	18	18	4	105
9	19	19	1	110
