sample_index	mutation_index	cluster_index	var	depth
0	0	0	41	99
0	1	1	1	85
0	2	2	1	110
0	3	3	10	92
0	4	4	4	88
0	5	5	4	102
0	6	6	10	100
0	7	7	30	92
0	8	8	11	98
0	9	9	5	111
0	10	10	5	104
0	11	11	15	108
0	12	12	25	99
0	13	13	2	79
0	14	14	8	95
0	15	15	2	108
0	16	16	4	115
0	17	17	0	86
0	18	18	1	107
0	19	19	0	96
1	0	0	24	95
1	1	1	1	104
1	2	2	0	80
1	3	3	4	88
1	4	4	4	115
1	5	5	0	109
1	6	6	6	126
1	7	7	12	96
1	8	8	8	101
1	9	9	4	85
1	10	10	4	89
1	11	11	8	84
1	12	12	10	86
1	13	13	2	99
1	14	14	5	97
1	15	15	1	114
1	16	16	4	103
1	17	17	1	113
1	18	18	1	85
1	19	19	0	100
2	0	0	37	111
2	1	1	0	105
2	2	2	2	109
2	3	3	5	99
2	4	4	4	94
2	5	5	0	101
2	6	6	4	109
2	7	7	30	111
2	8	8	18	105
2	9	9	7	95
2	10	10	9	100
2	11	11	8	107
2	12	12	23	88
2	13	13	1	93
2	14	14	5	109
2	15	15	2	85
2	16	16	6	92
2	17	17	0	100
2	18	18	1	107
2	19	19	0	92
3	0	0	24	88
3	1	1	0	97
3	2	2	0	99
3	3	3	1	93
3	4	4	1	118
3	5	5	2	104
3	6	6	6	93
3	7	7	24	106
3	8	8	12	104
3	9	9	2	106
3	10	10	10	106
3	11	11	10	118
3	12	12	20	92
3	13	13	7	115
3	14	14	4	99
3	15	15	1	86
3	16	16	3	112
3	17	17	1	95
3	18	18	4	90
3	19	19	1	102
4	0	0	26	85
4	1	1	0	117
4	2	2	1	126
4	3	3	4	117
4	4	4	1	95
4	5	5	1	124
4	6	6	4	96
4	7	7	27	116
4	8	8	8	87
4	9	9	0	96
4	10	10	5	102
4	11	11	7	102
4	12	12	25	112
4	13	13	2	91
4	14	14	4	104
4	15	15	3	92
4	16	16	4	90
4	17	17	0	106
4	18	18	2	106
4	19	19	1	101
5	0	0	38	109
5	1	1	3	86
5	2	2	1	96
5	3	3	7	97
5	4	4	9	92
5	5	5	0	106
5	6	6	2	83
5	7	7	29	115
5	8	8	13	102
5	9	9	2	99
5	10	10	0	102
5	11	11	10	100
5	12	12	29	86
5	13	13	1	100
5	14	14	3	100
5	15	15	1	115
5	16	16	12	113
5	17	17	0	96
5	18	18	1	99
5	19	19	2	94
6	0	0	39	102
6	1	1	0	113
6	2	2	3	86
6	3	3	7	95
6	4	4	2	101
6	5	5	0	105
6	6	6	13	99
6	7	7	23	91
6	8	8	6	101
6	9	9	0	108
6	10	10	10	113
6	11	11	20	104
6	12	12	25	82
6	13	13	1	116
6	14	14	2	82
6	15	15	1	85
6	16	16	3	97
6	17	17	15	98
6	18	18	2	93
6	19	19	0	100
7	0	0	42	96
7	1	1	3	105
7	2	2	3	89
7	3	3	10	91
7	4	4	3	86
7	5	5	5	97
7	6	6	4	106
7	7	7	39	114
7	8	8	7	109
7	9	9	0	94
7	10	10	8	103
7	11	11	5	113
7	12	12	33	112
7	13	13	0	100
7	14	14	3	94
7	15	15	4	125
7	16	16	8	78
7	17	17	1	98
7	18	18	1	91
7	19	19	1	100
8	0	0	46	89
8	1	1	0	100
8	2	2	1	94
8	3	3	16	105
8	4	4	1	101
8	5	5	9	116
8	6	6	11	110
8	7	7	31	105
8	8	8	19	123
8	9	9	1	81
8	10	10	10	92
8	11	11	15	105
8	12	12	30	104
8	13	13	8	107
8	14	14	5	97
8	15	15	5	93
8	16	16	3	79
8	17	17	2	80
8	18	18	0	119
8	19	19	5	92
9	0	0	51	111
9	1	1	0	93
9	2	2	3	112
9	3	3	1	90
9	4	4	7	82
9	5	5	1	102
9	6	6	8	114
9	7	7	21	89
9	8	8	8	80
9	9	9	2	90
9	10	10	3	110
9	11	11	16	86
9	12	12	32	98
9	13	13	3	98
9	14	14	6	108
9	15	15	2	95
9	16	16	6	88
9	17	17	0	97
9	18	18	1	110
9	19	19	0	92
