sample_index	mutation_index	cluster_index	var	depth
0	0	0	32	95
0	1	1	0	93
0	2	2	6	108
0	3	3	29	103
0	4	4	4	113
0	5	5	25	97
0	6	6	7	101
0	7	7	3	106
0	8	8	24	105
0	9	9	13	105
0	10	10	4	90
0	11	11	0	101
0	12	12	5	119
0	13	13	17	86
0	14	14	3	113
0	15	15	1	85
0	16	16	23	119
0	17	17	0	95
0	18	18	0	98
0	19	19	1	91
1	0	0	42	105
1	1	1	2	105
1	2	2	8	104
1	3	3	38	99
1	4	4	3	97
1	5	5	38	90
1	6	6	11	98
1	7	7	4	91
1	8	8	32	110
1	9	9	23	113
1	10	10	2	95
1	11	11	4	107
1	12	12	3	86
1	13	13	31	99
1	14	14	15	107
1	15	15	7	115
1	16	16	41	105
1	17	17	2	95
1	18	18	5	101
1	19	19	3	99
2	0	0	53	113
2	1	1	4	99
2	2	2	7	102
2	3	3	56	109
2	4	4	6	102
2	5	5	61	112
2	6	6	10	98
2	7	7	5	116
2	8	8	36	86
2	9	9	12	105
2	10	10	4	101
2	11	11	16	83
2	12	12	4	99
2	13	13	33	112
2	14	14	3	89
2	15	15	2	93
2	16	16	32	103
2	17	17	0	113
2	18	18	1	106
2	19	19	3	113
3	0	0	31	108
3	1	1	0	113
3	2	2	4	90
3	3	3	33	117
3	4	4	11	122
3	5	5	38	116
3	6	6	3	97
3	7	7	3	99
3	8	8	32	104
3	9	9	17	98
3	10	10	0	116
3	11	11	2	97
3	12	12	3	96
3	13	13	32	113
3	14	14	9	110
3	15	15	6	102
3	16	16	27	105
3	17	17	2	110
3	18	18	0	88
3	19	19	3	84
4	0	0	27	102
4	1	1	0	114
4	2	2	6	107
4	3	3	27	86
4	4	4	5	93
4	5	5	19	82
4	6	6	0	95
4	7	7	1	89
4	8	8	18	105
4	9	9	15	106
4	10	10	0	113
4	11	11	0	98
4	12	12	2	93
4	13	13	22	115
4	14	14	6	92
4	15	15	1	89
4	16	16	9	87
4	17	17	1	106
4	18	18	1	110
4	19	19	2	102
5	0	0	58	112
5	1	1	4	95
5	2	2	6	111
5	3	3	48	105
5	4	4	8	97
5	5	5	36	97
5	6	6	8	88
5	7	7	3	101
5	8	8	52	104
5	9	9	31	112
5	10	10	4	86
5	11	11	3	109
5	12	12	5	109
5	13	13	27	77
5	14	14	12	104
5	15	15	10	99
5	16	16	37	98
5	17	17	0	105
5	18	18	1	108
5	19	19	0	111
6	0	0	27	91
6	1	1	0	95
6	2	2	5	105
6	3	3	38	126
6	4	4	6	105
6	5	5	31	83
6	6	6	3	93
6	7	7	11	99
6	8	8	28	101
6	9	9	14	92
6	10	10	4	105
6	11	11	0	108
6	12	12	13	110
6	13	13	25	108
6	14	14	2	94
6	15	15	8	106
6	16	16	18	92
6	17	17	2	105
6	18	18	2	112
6	19	19	3	84
7	0	0	42	105
7	1	1	0	97
7	2	2	5	99
7	3	3	34	82
7	4	4	7	112
7	5	5	37	102
7	6	6	5	94
7	7	7	7	94
7	8	8	36	97
7	9	9	14	80
7	10	10	9	78
7	11	11	3	111
7	12	12	16	117
7	13	13	29	97
7	14	14	5	82
7	15	15	3	96
7	16	16	40	110
7	17	17	2	96
7	18	18	1	89
7	19	19	2	86
8	0	0	36	83
8	1	1	6	99
8	2	2	16	101
8	3	3	37	98
8	4	4	5	96
8	5	5	28	112
8	6	6	20	83
8	7	7	7	119
8	8	8	43	116
8	9	9	17	106
8	10	10	2	96
8	11	11	3	96
8	12	12	6	112
8	13	13	34	94
8	14	14	12	84
8	15	15	8	103
8	16	16	41	110
8	17	17	0	104
8	18	18	10	104
8	19	19	3	106
9	0	0	36	95
9	1	1	1	102
9	2	2	1	97
9	3	3	46	100
9	4	4	4	89
9	5	5	35	99
9	6	6	8	103
9	7	7	2	80
9	8	8	25	93
9	9	9	12	104
9	10	10	12	92
9	11	11	3	97
9	12	12	14	100
9	13	13	36	130
9	14	14	8	97
9	15	15	2	88
9	16	16	30	105
9	17	17	7	76
9	18	18	1	98
9	19	19	2	104
