sample_index	mutation_index	cluster_index	var	depth
0	0	0	35	105
0	1	1	0	91
0	2	2	0	112
0	3	3	0	101
0	4	4	12	107
0	5	5	25	93
0	6	6	0	92
0	7	7	29	122
0	8	8	1	121
0	9	9	21	95
0	10	10	39	118
0	11	11	0	83
0	12	12	28	110
0	13	13	33	104
0	14	14	2	110
0	15	15	28	80
0	16	16	1	89
0	17	17	0	98
0	18	18	2	118
0	19	19	5	92
1	0	0	43	106
1	1	1	2	110
1	2	2	4	97
1	3	3	1	99
1	4	4	2	111
1	5	5	9	95
1	6	6	3	81
1	7	7	6	99
1	8	8	3	91
1	9	9	2	108
1	10	10	27	97
1	11	11	2	119
1	12	12	12	82
1	13	13	26	107
1	14	14	4	97
1	15	15	33	91
1	16	16	2	99
1	17	17	2	107
1	18	18	1	101
1	19	19	1	117
2	0	0	46	106
2	1	1	0	91
2	2	2	1	114
2	3	3	0	101
2	4	4	3	97
2	5	5	26	103
2	6	6	2	118
2	7	7	13	116
2	8	8	2	109
2	9	9	9	93
2	10	10	33	99
2	11	11	0	100
2	12	12	25	89
2	13	13	37	114
2	14	14	2	93
2	15	15	37	101
2	16	16	5	87
2	17	17	3	95
2	18	18	1	92
2	19	19	1	93
3	0	0	35	119
3	1	1	0	104
3	2	2	2	92
3	3	3	0	109
3	4	4	1	92
3	5	5	19	96
3	6	6	0	96
3	7	7	12	105
3	8	8	4	89
3	9	9	6	100
3	10	10	32	104
3	11	11	0	105
3	12	12	22	96
3	13	13	26	112
3	14	14	1	99
3	15	15	20	87
3	16	16	5	96
3	17	17	0	85
3	18	18	1	90
3	19	19	5	110
4	0	0	32	95
4	1	1	4	108
4	2	2	2	97
4	3	3	6	120
4	4	4	3	81
4	5	5	22	110
4	6	6	1	82
4	7	7	8	100
4	8	8	5	107
4	9	9	6	89
4	10	10	31	94
4	11	11	3	118
4	12	12	25	97
4	13	13	27	108
4	14	14	2	106
4	15	15	31	88
4	16	16	3	102
4	17	17	0	87
4	18	18	0	94
4	19	19	2	105
5	0	0	25	96
5	1	1	6	95
5	2	2	2	111
5	3	3	2	97
5	4	4	1	103
5	5	5	17	112
5	6	6	0	103
5	7	7	17	101
5	8	8	9	98
5	9	9	1	96
5	10	10	30	105
5	11	11	3	99
5	12	12	18	95
5	13	13	20	110
5	14	14	0	101
5	15	15	25	91
5	16	16	1	99
5	17	17	2	111
5	18	18	4	89
5	19	19	0	102
6	0	0	52	100
6	1	1	1	96
6	2	2	3	114
6	3	3	3	82
6	4	4	2	93
6	5	5	20	102
6	6	6	5	102
6	7	7	13	123
6	8	8	4	92
6	9	9	11	130
6	10	10	33	83
6	11	11	2	100
6	12	12	27	97
6	13	13	29	99
6	14	14	0	92
6	15	15	40	103
6	16	16	0	92
6	17	17	0	77
6	18	18	4	98
6	19	19	5	84
7	0	0	35	98
7	1	1	0	109
7	2	2	0	96
7	3	3	1	100
7	4	4	1	100
7	5	5	4	98
7	6	6	1	108
7	7	7	0	101
7	8	8	1	102
7	9	9	1	104
7	10	10	25	109
7	11	11	5	96
7	12	12	8	85
7	13	13	19	91
7	14	14	0	100
7	15	15	28	97
7	16	16	1	107
7	17	17	0	105
7	18	18	2	102
7	19	19	1	100
8	0	0	37	112
8	1	1	3	107
8	2	2	2	105
8	3	3	4	104
8	4	4	1	81
8	5	5	5	75
8	6	6	0	99
8	7	7	5	94
8	8	8	2	96
8	9	9	1	89
8	10	10	18	106
8	11	11	1	102
8	12	12	9	90
8	13	13	15	101
8	14	14	2	115
8	15	15	21	87
8	16	16	1	102
8	17	17	1	81
8	18	18	0	97
8	19	19	1	119
9	0	0	27	106
9	1	1	0	110
9	2	2	0	105
9	3	3	0	95
9	4	4	7	107
9	5	5	7	102
9	6	6	0	99
9	7	7	6	95
9	8	8	0	97
9	9	9	7	87
9	10	10	19	99
9	11	11	3	99
9	12	12	12	104
9	13	13	15	103
9	14	14	0	105
9	15	15	20	86
9	16	16	1	100
9	17	17	0	86
9	18	18	1	100
9	19	19	0	95
