sample_index	mutation_index	cluster_index	var	depth
0	0	0	24	94
0	1	1	0	108
0	2	2	4	93
0	3	3	0	85
0	4	4	6	111
0	5	5	6	103
0	6	6	1	95
0	7	7	6	100
0	8	8	0	111
0	9	9	15	113
0	10	10	14	90
0	11	11	12	94
0	12	12	0	96
0	13	13	7	86
0	14	14	12	79
0	15	15	0	98
0	16	16	2	102
0	17	17	1	99
0	18	18	0	112
0	19	19	6	117
1	0	0	34	92
1	1	1	3	102
1	2	2	2	101
1	3	3	0	91
1	4	4	3	101
1	5	5	15	92
1	6	6	0	79
1	7	7	1	82
1	8	8	1	100
1	9	9	35	109
1	10	10	28	113
1	11	11	33	102
1	12	12	1	92
1	13	13	16	96
1	14	14	10	95
1	15	15	0	113
1	16	16	7	91
1	17	17	1	95
1	18	18	0	107
1	19	19	9	104
2	0	0	40	91
2	1	1	0	108
2	2	2	12	87
2	3	3	3	96
2	4	4	2	91
2	5	5	11	111
2	6	6	1	84
2	7	7	0	97
2	8	8	1	107
2	9	9	26	103
2	10	10	25	114
2	11	11	32	105
2	12	12	1	94
2	13	13	9	99
2	14	14	7	88
2	15	15	2	99
2	16	16	5	107
2	17	17	3	92
2	18	18	0	109
2	19	19	0	101
3	0	0	46	117
3	1	1	6	109
3	2	2	11	90
3	3	3	8	100
3	4	4	5	105
3	5	5	13	121
3	6	6	3	99
3	7	7	0	100
3	8	8	1	104
3	9	9	17	122
3	10	10	11	113
3	11	11	24	95
3	12	12	17	118
3	13	13	11	92
3	14	14	11	105
3	15	15	9	108
3	16	16	4	105
3	17	17	0	90
3	18	18	0	111
3	19	19	4	98
4	0	0	42	109
4	1	1	12	103
4	2	2	10	95
4	3	3	1	90
4	4	4	3	102
4	5	5	10	104
4	6	6	3	106
4	7	7	0	90
4	8	8	0	94
4	9	9	25	84
4	10	10	18	87
4	11	11	27	93
4	12	12	2	110
4	13	13	12	94
4	14	14	10	100
4	15	15	1	98
4	16	16	15	102
4	17	17	5	112
4	18	18	7	106
4	19	19	0	91
5	0	0	32	102
5	1	1	1	108
5	2	2	11	108
5	3	3	4	85
5	4	4	3	87
5	5	5	17	99
5	6	6	2	105
5	7	7	2	101
5	8	8	1	91
5	9	9	21	80
5	10	10	16	114
5	11	11	21	95
5	12	12	3	102
5	13	13	12	100
5	14	14	9	94
5	15	15	4	77
5	16	16	8	119
5	17	17	1	91
5	18	18	5	119
5	19	19	0	101
6	0	0	27	91
6	1	1	1	109
6	2	2	7	97
6	3	3	6	110
6	4	4	1	97
6	5	5	1	119
6	6	6	2	103
6	7	7	1	110
6	8	8	2	100
6	9	9	7	108
6	10	10	13	116
6	11	11	12	91
6	12	12	9	85
6	13	13	2	94
6	14	14	3	110
6	15	15	1	101
6	16	16	1	107
6	17	17	0	118
6	18	18	4	105
6	19	19	2	102
7	0	0	32	114
7	1	1	3	94
7	2	2	6	91
7	3	3	1	100
7	4	4	0	85
7	5	5	6	107
7	6	6	1	96
7	7	7	0	100
7	8	8	1	106
7	9	9	20	119
7	10	10	12	87
7	11	11	20	104
7	12	12	5	85
7	13	13	13	98
7	14	14	6	93
7	15	15	0	99
7	16	16	5	93
7	17	17	0	101
7	18	18	2	110
7	19	19	6	101
8	0	0	23	95
8	1	1	0	95
8	2	2	13	95
8	3	3	11	97
8	4	4	0	90
8	5	5	6	88
8	6	6	0	108
8	7	7	0	105
8	8	8	0	92
8	9	9	11	93
8	10	10	10	117
8	11	11	10	87
8	12	12	5	116
8	13	13	6	99
8	14	14	4	100
8	15	15	1	118
8	16	16	3	95
8	17	17	0	95
8	18	18	2	92
8	19	19	3	115
9	0	0	42	89
9	1	1	0	97
9	2	2	27	101
9	3	3	5	90
9	4	4	4	91
9	5	5	10	94
9	6	6	12	107
9	7	7	0	102
9	8	8	4	80
9	9	9	23	98
9	10	10	9	92
9	11	11	26	104
9	12	12	0	101
9	13	13	6	98
9	14	14	5	121
9	15	15	1	92
9	16	16	6	93
9	17	17	6	83
9	18	18	2	108
9	19	19	0	107
