sample_index	mutation_index	cluster_index	var	depth
0	0	0	37	80
0	1	1	0	96
0	2	2	3	104
0	3	3	12	101
0	4	4	0	101
0	5	5	1	102
0	6	6	27	94
0	7	7	4	91
0	8	8	1	112
0	9	9	0	93
0	10	10	6	96
0	11	11	1	98
0	12	12	1	115
0	13	13	22	100
0	14	14	6	92
0	15	15	43	103
0	16	16	1	98
0	17	17	2	100
0	18	18	2	103
0	19	19	1	96
0	20	20	7	91
0	21	21	3	79
0	22	22	0	104
0	23	23	0	97
0	24	24	12	109
0	25	25	5	80
0	26	26	2	118
0	27	27	51	105
0	28	28	2	93
0	29	29	0	114
0	30	30	2	100
0	31	31	5	106
0	32	32	3	119
0	33	33	14	91
0	34	34	0	101
0	35	35	38	111
0	36	36	30	73
0	37	37	0	91
0	38	38	3	88
0	39	39	3	105
0	40	40	1	88
0	41	41	5	118
0	42	42	1	93
0	43	43	27	91
0	44	44	2	119
0	45	45	30	92
0	46	46	20	84
0	47	47	17	94
0	48	48	2	99
0	49	49	5	96
0	50	50	0	98
0	51	51	5	105
0	52	52	1	94
0	53	53	1	107
0	54	54	4	100
0	55	55	0	97
0	56	56	8	105
0	57	57	4	103
0	58	58	0	103
0	59	59	13	83
0	60	60	1	108
0	61	61	11	91
0	62	62	9	107
0	63	63	2	115
0	64	64	8	102
0	65	65	21	97
0	66	66	0	102
0	67	67	3	96
0	68	68	1	83
0	69	69	0	92
0	70	70	0	82
0	71	71	0	103
0	72	72	7	96
0	73	73	0	84
0	74	74	11	70
0	75	75	0	111
0	76	76	5	104
0	77	77	0	98
0	78	78	0	93
0	79	79	1	92
0	80	80	2	106
0	81	81	0	106
0	82	82	0	108
0	83	83	2	106
0	84	84	4	108
0	85	85	0	105
0	86	86	1	91
0	87	87	0	107
0	88	88	0	85
0	89	89	9	98
0	90	90	47	101
0	91	91	3	98
0	92	92	1	100
0	93	93	40	104
0	94	94	1	100
0	95	95	1	102
0	96	96	1	102
0	97	97	0	90
0	98	98	2	99
0	99	99	2	97
1	0	0	26	89
1	1	1	1	109
1	2	2	0	107
