sample_index	mutation_index	cluster_index	var	depth
0	0	0	30	97
0	1	1	12	101
0	2	2	3	101
0	3	3	2	80
0	4	4	24	99
0	5	5	8	90
0	6	6	29	96
0	7	7	2	94
0	8	8	20	123
0	9	9	31	95
0	10	10	3	84
0	11	11	2	101
0	12	12	31	102
0	13	13	1	109
0	14	14	9	94
0	15	15	0	114
0	16	16	0	113
0	17	17	0	103
0	18	18	1	105
0	19	19	0	103
1	0	0	56	115
1	1	1	3	91
1	2	2	1	92
1	3	3	5	107
1	4	4	19	71
1	5	5	3	111
1	6	6	46	120
1	7	7	2	126
1	8	8	15	86
1	9	9	30	90
1	10	10	3	105
1	11	11	1	104
1	12	12	32	104
1	13	13	3	96
1	14	14	15	96
1	15	15	0	91
1	16	16	1	112
1	17	17	5	116
1	18	18	6	96
1	19	19	2	88
2	0	0	21	85
2	1	1	1	105
2	2	2	4	97
2	3	3	2	113
2	4	4	13	100
2	5	5	7	97
2	6	6	16	94
2	7	7	3	102
2	8	8	10	82
2	9	9	29	94
2	10	10	2	109
2	11	11	1	108
2	12	12	12	117
2	13	13	2	86
2	14	14	2	108
2	15	15	5	109
2	16	16	0	97
2	17	17	2	93
2	18	18	4	89
2	19	19	3	109
3	0	0	30	100
3	1	1	5	99
3	2	2	1	93
3	3	3	2	114
3	4	4	7	112
3	5	5	1	91
3	6	6	14	95
3	7	7	4	105
3	8	8	8	115
3	9	9	23	93
3	10	10	5	111
3	11	11	3	109
3	12	12	9	102
3	13	13	0	85
3	14	14	2	102
3	15	15	3	102
3	16	16	0	80
3	17	17	1	92
3	18	18	3	79
3	19	19	0	111
4	0	0	25	110
4	1	1	5	112
4	2	2	1	112
4	3	3	2	90
4	4	4	15	84
4	5	5	6	97
4	6	6	18	105
4	7	7	4	71
4	8	8	17	91
4	9	9	19	86
4	10	10	0	106
4	11	11	1	109
4	12	12	15	92
4	13	13	8	103
4	14	14	1	107
4	15	15	2	108
4	16	16	6	127
4	17	17	0	92
4	18	18	0	91
4	19	19	0	98
5	0	0	38	94
5	1	1	2	103
5	2	2	0	106
5	3	3	8	132
5	4	4	18	91
5	5	5	4	102
5	6	6	19	96
5	7	7	4	97
5	8	8	19	118
5	9	9	21	103
5	10	10	4	111
5	11	11	1	95
5	12	12	12	99
5	13	13	11	101
5	14	14	0	93
5	15	15	4	99
5	16	16	7	110
5	17	17	3	111
5	18	18	3	116
5	19	19	4	108
6	0	0	25	81
6	1	1	9	109
6	2	2	2	93
6	3	3	0	92
6	4	4	24	98
6	5	5	1	111
6	6	6	32	107
6	7	7	6	106
6	8	8	17	106
6	9	9	43	104
6	10	10	1	91
6	11	11	0	112
6	12	12	34	95
6	13	13	14	99
6	14	14	6	112
6	15	15	0	87
6	16	16	10	96
6	17	17	0	100
6	18	18	1	95
6	19	19	2	77
7	0	0	42	92
7	1	1	5	95
7	2	2	1	102
7	3	3	7	80
7	4	4	19	107
7	5	5	1	100
7	6	6	33	98
7	7	7	0	69
7	8	8	15	98
7	9	9	35	108
7	10	10	1	89
7	11	11	1	116
7	12	12	21	89
7	13	13	8	109
7	14	14	0	109
7	15	15	0	91
7	16	16	0	116
7	17	17	1	109
7	18	18	0	86
7	19	19	0	77
8	0	0	39	110
8	1	1	17	92
8	2	2	0	107
8	3	3	4	107
8	4	4	27	87
8	5	5	24	104
8	6	6	35	88
8	7	7	1	101
8	8	8	38	105
8	9	9	47	104
8	10	10	1	91
8	11	11	7	103
8	12	12	37	104
8	13	13	1	91
8	14	14	6	106
8	15	15	0	101
8	16	16	1	103
8	17	17	1	91
8	18	18	3	105
8	19	19	3	119
9	0	0	24	80
9	1	1	9	89
9	2	2	1	87
9	3	3	5	116
9	4	4	33	108
9	5	5	2	89
9	6	6	42	106
9	7	7	4	103
9	8	8	27	100
9	9	9	45	101
9	10	10	0	103
9	11	11	0	100
9	12	12	32	107
9	13	13	6	94
9	14	14	12	109
9	15	15	1	102
9	16	16	4	98
9	17	17	1	87
9	18	18	4	109
9	19	19	5	102
