sample_index	mutation_index	cluster_index	var	depth
0	0	0	61	109
0	1	1	6	87
0	2	2	4	94
0	3	3	10	95
0	4	4	2	99
0	5	5	11	107
0	6	6	0	95
0	7	7	1	90
0	8	8	22	86
0	9	9	0	119
0	10	10	11	89
0	11	11	13	105
0	12	12	21	86
0	13	13	21	99
0	14	14	3	91
0	15	15	4	88
0	16	16	2	86
0	17	17	1	97
0	18	18	9	88
0	19	19	3	108
1	0	0	24	108
1	1	1	2	105
1	2	2	9	92
1	3	3	3	105
1	4	4	2	103
1	5	5	12	89
1	6	6	1	116
1	7	7	5	98
1	8	8	12	89
1	9	9	2	96
1	10	10	10	100
1	11	11	8	104
1	12	12	11	111
1	13	13	5	89
1	14	14	0	92
1	15	15	4	86
1	16	16	1	123
1	17	17	0	100
1	18	18	0	105
1	19	19	1	98
2	0	0	39	102
2	1	1	1	115
2	2	2	8	103
2	3	3	13	111
2	4	4	4	114
2	5	5	5	95
2	6	6	5	110
2	7	7	3	76
2	8	8	20	97
2	9	9	1	93
2	10	10	21	110
2	11	11	16	104
2	12	12	24	111
2	13	13	24	104
2	14	14	2	118
2	15	15	0	114
2	16	16	5	93
2	17	17	1	108
2	18	18	5	96
2	19	19	0	103
3	0	0	31	119
3	1	1	0	98
3	2	2	7	96
3	3	3	5	94
3	4	4	3	89
3	5	5	0	91
3	6	6	2	85
3	7	7	2	110
3	8	8	13	86
3	9	9	2	101
3	10	10	8	117
3	11	11	7	116
3	12	12	19	102
3	13	13	11	97
3	14	14	3	111
3	15	15	3	102
3	16	16	0	112
3	17	17	0	106
3	18	18	0	86
3	19	19	1	87
4	0	0	25	99
4	1	1	1	122
4	2	2	4	110
4	3	3	5	104
4	4	4	12	115
4	5	5	4	99
4	6	6	2	89
4	7	7	3	103
4	8	8	28	110
4	9	9	1	109
4	10	10	6	94
4	11	11	4	96
4	12	12	13	119
4	13	13	6	111
4	14	14	1	109
4	15	15	0	97
4	16	16	4	106
4	17	17	4	101
4	18	18	1	96
4	19	19	4	80
5	0	0	51	101
5	1	1	1	95
5	2	2	18	108
5	3	3	5	104
5	4	4	1	109
5	5	5	13	89
5	6	6	5	97
5	7	7	4	98
5	8	8	32	95
5	9	9	3	108
5	10	10	19	84
5	11	11	14	110
5	12	12	23	91
5	13	13	28	93
5	14	14	0	113
5	15	15	0	108
5	16	16	4	74
5	17	17	4	95
5	18	18	0	94
5	19	19	2	84
6	0	0	44	101
6	1	1	4	105
6	2	2	5	105
6	3	3	10	95
6	4	4	4	108
6	5	5	8	101
6	6	6	2	94
6	7	7	2	97
6	8	8	42	108
6	9	9	5	115
6	10	10	8	114
6	11	11	7	104
6	12	12	28	113
6	13	13	9	95
6	14	14	1	103
6	15	15	0	109
6	16	16	7	105
6	17	17	1	116
6	18	18	3	106
6	19	19	0	112
7	0	0	19	98
7	1	1	1	93
7	2	2	5	105
7	3	3	11	98
7	4	4	6	122
7	5	5	4	87
7	6	6	1	82
7	7	7	1	111
7	8	8	23	97
7	9	9	0	118
7	10	10	5	115
7	11	11	7	104
7	12	12	17	100
7	13	13	15	99
7	14	14	4	99
7	15	15	1	99
7	16	16	6	114
7	17	17	2	99
7	18	18	3	94
7	19	19	1	95
8	0	0	12	97
8	1	1	0	93
8	2	2	4	91
8	3	3	11	107
8	4	4	2	98
8	5	5	1	81
8	6	6	4	111
8	7	7	0	108
8	8	8	17	79
8	9	9	0	98
8	10	10	7	83
8	11	11	11	107
8	12	12	20	100
8	13	13	11	93
8	14	14	4	84
8	15	15	8	114
8	16	16	3	100
8	17	17	1	105
8	18	18	3	103
8	19	19	1	101
9	0	0	28	99
9	1	1	1	97
9	2	2	4	109
9	3	3	2	92
9	4	4	3	101
9	5	5	5	104
9	6	6	1	102
9	7	7	2	112
9	8	8	13	83
9	9	9	0	105
9	10	10	14	102
9	11	11	11	85
9	12	12	16	103
9	13	13	5	98
9	14	14	0	101
9	15	15	3	112
9	16	16	5	111
9	17	17	0	106
9	18	18	1	110
9	19	19	0	106
